account_id,churn_probability,churn_probability_percent,risk_drivers,retention_protectors,risk_level,explanation
A-1f0636,0.015398610005729034,1.5%,Ticket elevated; Ticket stable; Ticket high risk,"customer was acquired through partner channels, where churn depends on integration quality; customer was acquired via event-based channels, which historically show higher churn volatility; long-term satisfaction is moderate",Low Risk,"Predicted churn risk is 1.5%. Key risk drivers: Ticket elevated; Ticket stable; Ticket high risk. Retention signals: customer was acquired through partner channels, where churn depends on integration quality; customer was acquired via event-based channels, which historically show higher churn volatility; long-term satisfaction is moderate."
A-bf7919,0.016200197973068348,1.6%,"long-term satisfaction is moderate; Recent usage engaged; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior","Seats; customer was acquired organically, a cohort associated with higher retention; average session duration is strong (70.80 min)",Low Risk,"Predicted churn risk is 1.6%. Key risk drivers: long-term satisfaction is moderate; Recent usage engaged; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior. Retention signals: Seats; customer was acquired organically, a cohort associated with higher retention; average session duration is strong (70.80 min)."
A-c7ffc2,0.05738511603090784,5.7%,"Usage stable usage; customer is currently in the trial phase, a stage characterized by high churn variability; average session duration is strong (51.50 min)","long-term satisfaction scores are historically low, a strong churn predictor; customer was acquired through partner channels, where churn depends on integration quality; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 5.7%. Key risk drivers: Usage stable usage; customer is currently in the trial phase, a stage characterized by high churn variability; average session duration is strong (51.50 min). Retention signals: long-term satisfaction scores are historically low, a strong churn predictor; customer was acquired through partner channels, where churn depends on integration quality; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior."
A-b2af2e,0.019937600816183093,2.0%,"long-term satisfaction is moderate; customer was acquired organically, a cohort associated with higher retention; customer was acquired via event-based channels, which historically show higher churn volatility","average session duration is strong (93.83 min); customer is currently in the trial phase, a stage characterized by high churn variability; customer sentiment is positive, supporting retention stability",Low Risk,"Predicted churn risk is 2.0%. Key risk drivers: long-term satisfaction is moderate; customer was acquired organically, a cohort associated with higher retention; customer was acquired via event-based channels, which historically show higher churn volatility. Retention signals: average session duration is strong (93.83 min); customer is currently in the trial phase, a stage characterized by high churn variability; customer sentiment is positive, supporting retention stability."
A-b20d99,0.018933664364768094,1.9%,"customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; customer was acquired organically, a cohort associated with higher retention; long-term satisfaction is moderate","customer was acquired via event-based channels, which historically show higher churn volatility; Seats; Referral source other",Low Risk,"Predicted churn risk is 1.9%. Key risk drivers: customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; customer was acquired organically, a cohort associated with higher retention; long-term satisfaction is moderate. Retention signals: customer was acquired via event-based channels, which historically show higher churn volatility; Seats; Referral source other."
A-f44180,0.16257261745558432,16.3%,"customer was acquired via event-based channels, which historically show higher churn volatility; average session duration is strong (56.60 min); moderate support request volume (2 tickets)",long-term satisfaction is strong; Country us; Seats,Low Risk,"Predicted churn risk is 16.3%. Key risk drivers: customer was acquired via event-based channels, which historically show higher churn volatility; average session duration is strong (56.60 min); moderate support request volume (2 tickets). Retention signals: long-term satisfaction is strong; Country us; Seats."
A-df1e44,0.018213710637774636,1.8%,"Country uk; long-term satisfaction is moderate; customer was acquired through partner channels, where churn depends on integration quality","customer was acquired organically, a cohort associated with higher retention; Seats; Country us",Low Risk,"Predicted churn risk is 1.8%. Key risk drivers: Country uk; long-term satisfaction is moderate; customer was acquired through partner channels, where churn depends on integration quality. Retention signals: customer was acquired organically, a cohort associated with higher retention; Seats; Country us."
A-df10db,0.018162713809205845,1.8%,"customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; customer is currently in the trial phase, a stage characterized by high churn variability; Recent satisfaction neutral sentiment",long-term satisfaction is moderate; average session duration is strong (98.17 min); Seats,Low Risk,"Predicted churn risk is 1.8%. Key risk drivers: customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; customer is currently in the trial phase, a stage characterized by high churn variability; Recent satisfaction neutral sentiment. Retention signals: long-term satisfaction is moderate; average session duration is strong (98.17 min); Seats."
A-dcc2f0,0.015372989948580341,1.5%,"Country uk; Ticket high risk; customer was acquired through partner channels, where churn depends on integration quality","long-term satisfaction scores are historically low, a strong churn predictor; Seats; customer was acquired organically, a cohort associated with higher retention",Low Risk,"Predicted churn risk is 1.5%. Key risk drivers: Country uk; Ticket high risk; customer was acquired through partner channels, where churn depends on integration quality. Retention signals: long-term satisfaction scores are historically low, a strong churn predictor; Seats; customer was acquired organically, a cohort associated with higher retention."
A-dec005,0.01622508565439259,1.6%,"customer sentiment is consistently negative, a strong churn predictor; Usage stable usage; average session duration is strong (56.93 min)","Seats; long-term satisfaction scores are historically low, a strong churn predictor; customer was acquired through partner channels, where churn depends on integration quality",Low Risk,"Predicted churn risk is 1.6%. Key risk drivers: customer sentiment is consistently negative, a strong churn predictor; Usage stable usage; average session duration is strong (56.93 min). Retention signals: Seats; long-term satisfaction scores are historically low, a strong churn predictor; customer was acquired through partner channels, where churn depends on integration quality."
A-029f69,0.015716145370112587,1.6%,"customer was acquired via event-based channels, which historically show higher churn volatility; customer was acquired organically, a cohort associated with higher retention; Ticket high risk","long-term satisfaction scores are historically low, a strong churn predictor; Seats; average session duration is strong (110.80 min)",Low Risk,"Predicted churn risk is 1.6%. Key risk drivers: customer was acquired via event-based channels, which historically show higher churn volatility; customer was acquired organically, a cohort associated with higher retention; Ticket high risk. Retention signals: long-term satisfaction scores are historically low, a strong churn predictor; Seats; average session duration is strong (110.80 min)."
A-019782,0.019740903154100754,2.0%,"moderate support request volume (2 tickets); customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; customer was acquired via event-based channels, which historically show higher churn volatility","long-term satisfaction scores are historically low, a strong churn predictor; Seats; Country us",Low Risk,"Predicted churn risk is 2.0%. Key risk drivers: moderate support request volume (2 tickets); customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; customer was acquired via event-based channels, which historically show higher churn volatility. Retention signals: long-term satisfaction scores are historically low, a strong churn predictor; Seats; Country us."
A-0a62f5,0.015439388431571572,1.5%,"Country uk; customer was acquired organically, a cohort associated with higher retention; Ticket high risk","customer was acquired through partner channels, where churn depends on integration quality; long-term satisfaction scores are historically low, a strong churn predictor; Seats",Low Risk,"Predicted churn risk is 1.5%. Key risk drivers: Country uk; customer was acquired organically, a cohort associated with higher retention; Ticket high risk. Retention signals: customer was acquired through partner channels, where churn depends on integration quality; long-term satisfaction scores are historically low, a strong churn predictor; Seats."
A-00cac8,0.016897662906460845,1.7%,"Seats; customer is currently in the trial phase, a stage characterized by high churn variability; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior","average session duration is strong (18.00 min); long-term satisfaction scores are historically low, a strong churn predictor; Country us",Low Risk,"Predicted churn risk is 1.7%. Key risk drivers: Seats; customer is currently in the trial phase, a stage characterized by high churn variability; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior. Retention signals: average session duration is strong (18.00 min); long-term satisfaction scores are historically low, a strong churn predictor; Country us."
A-ff3c73,0.021621774525009133,2.2%,"long-term satisfaction is moderate; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; Ticket elevated","Seats; average session duration is strong (124.37 min); customer was acquired via event-based channels, which historically show higher churn volatility",Low Risk,"Predicted churn risk is 2.2%. Key risk drivers: long-term satisfaction is moderate; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; Ticket elevated. Retention signals: Seats; average session duration is strong (124.37 min); customer was acquired via event-based channels, which historically show higher churn volatility."
A-9a532a,0.015808270133637666,1.6%,"customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; average session duration is strong (65.25 min); customer was acquired organically, a cohort associated with higher retention","long-term satisfaction scores are historically low, a strong churn predictor; customer was acquired through partner channels, where churn depends on integration quality; Seats",Low Risk,"Predicted churn risk is 1.6%. Key risk drivers: customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; average session duration is strong (65.25 min); customer was acquired organically, a cohort associated with higher retention. Retention signals: long-term satisfaction scores are historically low, a strong churn predictor; customer was acquired through partner channels, where churn depends on integration quality; Seats."
A-2ebb4b,0.01760918193257011,1.8%,"moderate support request volume (2 tickets); customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; Ticket stable","Seats; average session duration is strong (73.20 min); customer was acquired via event-based channels, which historically show higher churn volatility",Low Risk,"Predicted churn risk is 1.8%. Key risk drivers: moderate support request volume (2 tickets); customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; Ticket stable. Retention signals: Seats; average session duration is strong (73.20 min); customer was acquired via event-based channels, which historically show higher churn volatility."
A-2bc93d,0.5884309046910626,58.8%,"customer was acquired via event-based channels, which historically show higher churn volatility; long-term satisfaction is strong; customer was acquired organically, a cohort associated with higher retention","average session duration is strong (81.30 min); short-term usage appears stable; customer is currently in the trial phase, a stage characterized by high churn variability",Medium Risk,"Predicted churn risk is 58.8%. Key risk drivers: customer was acquired via event-based channels, which historically show higher churn volatility; long-term satisfaction is strong; customer was acquired organically, a cohort associated with higher retention. Retention signals: average session duration is strong (81.30 min); short-term usage appears stable; customer is currently in the trial phase, a stage characterized by high churn variability."
A-2e4581,0.016881077216941875,1.7%,"customer sentiment is consistently negative, a strong churn predictor; Country us; Ticket high risk","customer was acquired through partner channels, where churn depends on integration quality; long-term satisfaction scores are historically low, a strong churn predictor; customer belongs to the EdTech industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.7%. Key risk drivers: customer sentiment is consistently negative, a strong churn predictor; Country us; Ticket high risk. Retention signals: customer was acquired through partner channels, where churn depends on integration quality; long-term satisfaction scores are historically low, a strong churn predictor; customer belongs to the EdTech industry segment, which exhibits distinct retention behavior."
A-297a2d,0.01738669369289971,1.7%,"customer was acquired via event-based channels, which historically show higher churn volatility; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; moderate support request volume (2 tickets)","long-term satisfaction scores are historically low, a strong churn predictor; average session duration is strong (79.33 min); Country us",Low Risk,"Predicted churn risk is 1.7%. Key risk drivers: customer was acquired via event-based channels, which historically show higher churn volatility; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; moderate support request volume (2 tickets). Retention signals: long-term satisfaction scores are historically low, a strong churn predictor; average session duration is strong (79.33 min); Country us."
A-2922b6,0.015787832073363196,1.6%,"customer sentiment is consistently negative, a strong churn predictor; long-term satisfaction scores are historically low, a strong churn predictor; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior","Seats; customer was acquired organically, a cohort associated with higher retention; Recent ticket count",Low Risk,"Predicted churn risk is 1.6%. Key risk drivers: customer sentiment is consistently negative, a strong churn predictor; long-term satisfaction scores are historically low, a strong churn predictor; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior. Retention signals: Seats; customer was acquired organically, a cohort associated with higher retention; Recent ticket count."
A-ac14bb,0.015336760561024083,1.5%,"customer sentiment is consistently negative, a strong churn predictor; customer was acquired organically, a cohort associated with higher retention; Referral source other","Seats; average session duration is strong (113.53 min); customer was acquired through partner channels, where churn depends on integration quality",Low Risk,"Predicted churn risk is 1.5%. Key risk drivers: customer sentiment is consistently negative, a strong churn predictor; customer was acquired organically, a cohort associated with higher retention; Referral source other. Retention signals: Seats; average session duration is strong (113.53 min); customer was acquired through partner channels, where churn depends on integration quality."
A-a865bd,0.017672490417230378,1.8%,"customer sentiment is consistently negative, a strong churn predictor; Country us; Ticket high risk","long-term satisfaction scores are historically low, a strong churn predictor; customer was acquired via event-based channels, which historically show higher churn volatility; customer was acquired organically, a cohort associated with higher retention",Low Risk,"Predicted churn risk is 1.8%. Key risk drivers: customer sentiment is consistently negative, a strong churn predictor; Country us; Ticket high risk. Retention signals: long-term satisfaction scores are historically low, a strong churn predictor; customer was acquired via event-based channels, which historically show higher churn volatility; customer was acquired organically, a cohort associated with higher retention."
A-a8d89d,0.017718490666994463,1.8%,"long-term satisfaction is moderate; customer was acquired organically, a cohort associated with higher retention; customer was acquired through partner channels, where churn depends on integration quality","average session duration is strong (34.50 min); Seats; customer was acquired via event-based channels, which historically show higher churn volatility",Low Risk,"Predicted churn risk is 1.8%. Key risk drivers: long-term satisfaction is moderate; customer was acquired organically, a cohort associated with higher retention; customer was acquired through partner channels, where churn depends on integration quality. Retention signals: average session duration is strong (34.50 min); Seats; customer was acquired via event-based channels, which historically show higher churn volatility."
A-aa9511,0.031649339804475866,3.2%,"customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; long-term satisfaction scores are historically low, a strong churn predictor; customer is currently in the trial phase, a stage characterized by high churn variability","Seats; Referral source other; customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels",Low Risk,"Predicted churn risk is 3.2%. Key risk drivers: customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; long-term satisfaction scores are historically low, a strong churn predictor; customer is currently in the trial phase, a stage characterized by high churn variability. Retention signals: Seats; Referral source other; customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels."
A-b7ef83,0.015577883474040807,1.6%,"customer is currently in the trial phase, a stage characterized by high churn variability; customer sentiment is consistently negative, a strong churn predictor; customer was acquired organically, a cohort associated with higher retention","customer was acquired through partner channels, where churn depends on integration quality; Seats; average session duration is strong (36.28 min)",Low Risk,"Predicted churn risk is 1.6%. Key risk drivers: customer is currently in the trial phase, a stage characterized by high churn variability; customer sentiment is consistently negative, a strong churn predictor; customer was acquired organically, a cohort associated with higher retention. Retention signals: customer was acquired through partner channels, where churn depends on integration quality; Seats; average session duration is strong (36.28 min)."
A-2f6a32,0.017858988343638138,1.8%,long-term satisfaction is moderate; Seats; Referral source other,"average session duration is strong (81.03 min); customer was acquired organically, a cohort associated with higher retention; customer was acquired via event-based channels, which historically show higher churn volatility",Low Risk,"Predicted churn risk is 1.8%. Key risk drivers: long-term satisfaction is moderate; Seats; Referral source other. Retention signals: average session duration is strong (81.03 min); customer was acquired organically, a cohort associated with higher retention; customer was acquired via event-based channels, which historically show higher churn volatility."
A-6e7827,0.017880217529483156,1.8%,"customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; customer was acquired organically, a cohort associated with higher retention; Usage stable usage",long-term satisfaction is moderate; Recent ticket count; Referral source other,Low Risk,"Predicted churn risk is 1.8%. Key risk drivers: customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; customer was acquired organically, a cohort associated with higher retention; Usage stable usage. Retention signals: long-term satisfaction is moderate; Recent ticket count; Referral source other."
A-331424,0.016582583924988955,1.7%,"customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; Ticket high risk; customer was acquired through partner channels, where churn depends on integration quality","customer was acquired organically, a cohort associated with higher retention; Seats; long-term satisfaction scores are historically low, a strong churn predictor",Low Risk,"Predicted churn risk is 1.7%. Key risk drivers: customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; Ticket high risk; customer was acquired through partner channels, where churn depends on integration quality. Retention signals: customer was acquired organically, a cohort associated with higher retention; Seats; long-term satisfaction scores are historically low, a strong churn predictor."
A-354f12,0.020000018552960908,2.0%,"customer is currently in the trial phase, a stage characterized by high churn variability; customer was acquired organically, a cohort associated with higher retention; customer was acquired through partner channels, where churn depends on integration quality","long-term satisfaction scores are historically low, a strong churn predictor; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; Seats",Low Risk,"Predicted churn risk is 2.0%. Key risk drivers: customer is currently in the trial phase, a stage characterized by high churn variability; customer was acquired organically, a cohort associated with higher retention; customer was acquired through partner channels, where churn depends on integration quality. Retention signals: long-term satisfaction scores are historically low, a strong churn predictor; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; Seats."
A-6a4e2d,0.01689406852681682,1.7%,average session duration is strong (57.60 min); Usage stable usage; Country uk,"customer was acquired through partner channels, where churn depends on integration quality; Seats; short-term usage appears stable",Low Risk,"Predicted churn risk is 1.7%. Key risk drivers: average session duration is strong (57.60 min); Usage stable usage; Country uk. Retention signals: customer was acquired through partner channels, where churn depends on integration quality; Seats; short-term usage appears stable."
A-6e08f3,0.019331636611695794,1.9%,"customer was acquired via event-based channels, which historically show higher churn volatility; customer was acquired through partner channels, where churn depends on integration quality; Ticket high risk",average session duration is strong (13.20 min); long-term satisfaction is moderate; Seats,Low Risk,"Predicted churn risk is 1.9%. Key risk drivers: customer was acquired via event-based channels, which historically show higher churn volatility; customer was acquired through partner channels, where churn depends on integration quality; Ticket high risk. Retention signals: average session duration is strong (13.20 min); long-term satisfaction is moderate; Seats."
A-6843f2,0.0165260965795113,1.7%,"moderate support request volume (2 tickets); customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; customer was acquired organically, a cohort associated with higher retention","Seats; average session duration is strong (62.07 min); customer was acquired via event-based channels, which historically show higher churn volatility",Low Risk,"Predicted churn risk is 1.7%. Key risk drivers: moderate support request volume (2 tickets); customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; customer was acquired organically, a cohort associated with higher retention. Retention signals: Seats; average session duration is strong (62.07 min); customer was acquired via event-based channels, which historically show higher churn volatility."
A-5f7781,0.017260471586171885,1.7%,"customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; long-term satisfaction scores are historically low, a strong churn predictor; customer sentiment is consistently negative, a strong churn predictor",Seats; average session duration is strong (49.20 min); Referral source other,Low Risk,"Predicted churn risk is 1.7%. Key risk drivers: customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; long-term satisfaction scores are historically low, a strong churn predictor; customer sentiment is consistently negative, a strong churn predictor. Retention signals: Seats; average session duration is strong (49.20 min); Referral source other."
A-544d0a,0.016511076215169705,1.7%,"customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; customer is currently in the trial phase, a stage characterized by high churn variability; Referral source other","customer was acquired organically, a cohort associated with higher retention; Seats; average session duration is strong (46.33 min)",Low Risk,"Predicted churn risk is 1.7%. Key risk drivers: customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; customer is currently in the trial phase, a stage characterized by high churn variability; Referral source other. Retention signals: customer was acquired organically, a cohort associated with higher retention; Seats; average session duration is strong (46.33 min)."
A-65aeb5,0.021763956990994864,2.2%,"customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; long-term satisfaction is moderate; Country us","customer was acquired through partner channels, where churn depends on integration quality; average session duration is low (3.80 min), reflecting weak product engagement; Seats",Low Risk,"Predicted churn risk is 2.2%. Key risk drivers: customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; long-term satisfaction is moderate; Country us. Retention signals: customer was acquired through partner channels, where churn depends on integration quality; average session duration is low (3.80 min), reflecting weak product engagement; Seats."
A-58b9ff,0.017172480005339576,1.7%,"customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; long-term satisfaction scores are historically low, a strong churn predictor; Ticket high risk","customer was acquired through partner channels, where churn depends on integration quality; Seats; Country us",Low Risk,"Predicted churn risk is 1.7%. Key risk drivers: customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; long-term satisfaction scores are historically low, a strong churn predictor; Ticket high risk. Retention signals: customer was acquired through partner channels, where churn depends on integration quality; Seats; Country us."
A-956988,0.016818845926711318,1.7%,"customer was acquired organically, a cohort associated with higher retention; Ticket high risk; Recent satisfaction neutral sentiment","long-term satisfaction scores are historically low, a strong churn predictor; Seats; Country us",Low Risk,"Predicted churn risk is 1.7%. Key risk drivers: customer was acquired organically, a cohort associated with higher retention; Ticket high risk; Recent satisfaction neutral sentiment. Retention signals: long-term satisfaction scores are historically low, a strong churn predictor; Seats; Country us."
A-9174e0,0.016803179091874173,1.7%,"long-term satisfaction is moderate; short-term usage appears stable; customer was acquired organically, a cohort associated with higher retention","customer was acquired through partner channels, where churn depends on integration quality; average session duration is strong (33.33 min); customer was acquired via event-based channels, which historically show higher churn volatility",Low Risk,"Predicted churn risk is 1.7%. Key risk drivers: long-term satisfaction is moderate; short-term usage appears stable; customer was acquired organically, a cohort associated with higher retention. Retention signals: customer was acquired through partner channels, where churn depends on integration quality; average session duration is strong (33.33 min); customer was acquired via event-based channels, which historically show higher churn volatility."
A-4e631b,0.016541531392114322,1.7%,"customer sentiment is consistently negative, a strong churn predictor; average session duration is strong (29.40 min); Recent usage inconsistent","Seats; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; customer was acquired via event-based channels, which historically show higher churn volatility",Low Risk,"Predicted churn risk is 1.7%. Key risk drivers: customer sentiment is consistently negative, a strong churn predictor; average session duration is strong (29.40 min); Recent usage inconsistent. Retention signals: Seats; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; customer was acquired via event-based channels, which historically show higher churn volatility."
A-4e0e85,0.020435587252010338,2.0%,"customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; customer was acquired through partner channels, where churn depends on integration quality; long-term satisfaction is moderate","customer was acquired organically, a cohort associated with higher retention; recent satisfaction appears stable; customer was acquired via event-based channels, which historically show higher churn volatility",Low Risk,"Predicted churn risk is 2.0%. Key risk drivers: customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; customer was acquired through partner channels, where churn depends on integration quality; long-term satisfaction is moderate. Retention signals: customer was acquired organically, a cohort associated with higher retention; recent satisfaction appears stable; customer was acquired via event-based channels, which historically show higher churn volatility."
A-4d1e75,0.018247311653621378,1.8%,"long-term satisfaction is moderate; customer was acquired organically, a cohort associated with higher retention; customer was acquired through partner channels, where churn depends on integration quality","average session duration is strong (70.35 min); customer was acquired via event-based channels, which historically show higher churn volatility; Referral source other",Low Risk,"Predicted churn risk is 1.8%. Key risk drivers: long-term satisfaction is moderate; customer was acquired organically, a cohort associated with higher retention; customer was acquired through partner channels, where churn depends on integration quality. Retention signals: average session duration is strong (70.35 min); customer was acquired via event-based channels, which historically show higher churn volatility; Referral source other."
A-427b69,0.0424934886062691,4.2%,"customer sentiment is consistently negative, a strong churn predictor; Seats; average session duration is strong (50.80 min)","long-term satisfaction scores are historically low, a strong churn predictor; Referral source other; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 4.2%. Key risk drivers: customer sentiment is consistently negative, a strong churn predictor; Seats; average session duration is strong (50.80 min). Retention signals: long-term satisfaction scores are historically low, a strong churn predictor; Referral source other; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior."
A-075038,0.03167199112160767,3.2%,"Seats; Country uk; customer was acquired organically, a cohort associated with higher retention","average session duration is strong (13.43 min); long-term satisfaction is moderate; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 3.2%. Key risk drivers: Seats; Country uk; customer was acquired organically, a cohort associated with higher retention. Retention signals: average session duration is strong (13.43 min); long-term satisfaction is moderate; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior."
A-09540c,0.34279437245535965,34.3%,"customer was acquired via event-based channels, which historically show higher churn volatility; customer is currently in the trial phase, a stage characterized by high churn variability; average session duration is strong (55.77 min)",Seats; long-term satisfaction is strong; Country us,Low Risk,"Predicted churn risk is 34.3%. Key risk drivers: customer was acquired via event-based channels, which historically show higher churn volatility; customer is currently in the trial phase, a stage characterized by high churn variability; average session duration is strong (55.77 min). Retention signals: Seats; long-term satisfaction is strong; Country us."
A-f92792,0.016297172561663454,1.6%,"Recent usage engaged; customer was acquired organically, a cohort associated with higher retention; customer was acquired through partner channels, where churn depends on integration quality","Seats; average session duration is strong (72.80 min); customer belongs to the DevTools industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.6%. Key risk drivers: Recent usage engaged; customer was acquired organically, a cohort associated with higher retention; customer was acquired through partner channels, where churn depends on integration quality. Retention signals: Seats; average session duration is strong (72.80 min); customer belongs to the DevTools industry segment, which exhibits distinct retention behavior."
A-016043,0.03962668907175725,4.0%,"customer is currently in the trial phase, a stage characterized by high churn variability; customer sentiment is consistently negative, a strong churn predictor; customer was acquired through partner channels, where churn depends on integration quality","Seats; Country us; long-term satisfaction scores are historically low, a strong churn predictor",Low Risk,"Predicted churn risk is 4.0%. Key risk drivers: customer is currently in the trial phase, a stage characterized by high churn variability; customer sentiment is consistently negative, a strong churn predictor; customer was acquired through partner channels, where churn depends on integration quality. Retention signals: Seats; Country us; long-term satisfaction scores are historically low, a strong churn predictor."
A-42b791,0.018406171229383855,1.8%,"customer was acquired via event-based channels, which historically show higher churn volatility; customer was acquired organically, a cohort associated with higher retention; average session duration is strong (52.53 min)","Seats; customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.8%. Key risk drivers: customer was acquired via event-based channels, which historically show higher churn volatility; customer was acquired organically, a cohort associated with higher retention; average session duration is strong (52.53 min). Retention signals: Seats; customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior."
A-e4144b,0.016327476986530507,1.6%,"Country uk; Ticket high risk; average session duration is low (0.90 min), reflecting weak product engagement","Seats; Country us; customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels",Low Risk,"Predicted churn risk is 1.6%. Key risk drivers: Country uk; Ticket high risk; average session duration is low (0.90 min), reflecting weak product engagement. Retention signals: Seats; Country us; customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels."
A-f3ff05,0.015336266263280409,1.5%,"long-term satisfaction is moderate; customer was acquired through partner channels, where churn depends on integration quality; customer was acquired organically, a cohort associated with higher retention","Seats; average session duration is low (4.43 min), reflecting weak product engagement; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.5%. Key risk drivers: long-term satisfaction is moderate; customer was acquired through partner channels, where churn depends on integration quality; customer was acquired organically, a cohort associated with higher retention. Retention signals: Seats; average session duration is low (4.43 min), reflecting weak product engagement; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior."
A-10b8f2,0.015835281285220167,1.6%,"customer is currently in the trial phase, a stage characterized by high churn variability; Country de; customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels","Seats; customer was acquired via event-based channels, which historically show higher churn volatility; long-term satisfaction is strong",Low Risk,"Predicted churn risk is 1.6%. Key risk drivers: customer is currently in the trial phase, a stage characterized by high churn variability; Country de; customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels. Retention signals: Seats; customer was acquired via event-based channels, which historically show higher churn volatility; long-term satisfaction is strong."
A-e19ff6,0.0156541241962499,1.6%,"customer is on the Enterprise plan tier, where churn often reflects value alignment and product utilization levels; Country uk; customer was acquired organically, a cohort associated with higher retention","customer was acquired through partner channels, where churn depends on integration quality; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; customer was acquired via event-based channels, which historically show higher churn volatility",Low Risk,"Predicted churn risk is 1.6%. Key risk drivers: customer is on the Enterprise plan tier, where churn often reflects value alignment and product utilization levels; Country uk; customer was acquired organically, a cohort associated with higher retention. Retention signals: customer was acquired through partner channels, where churn depends on integration quality; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; customer was acquired via event-based channels, which historically show higher churn volatility."
A-e5d6ab,0.015320537420042265,1.5%,"Country us; customer was acquired organically, a cohort associated with higher retention; Ticket high risk","customer was acquired through partner channels, where churn depends on integration quality; Seats; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.5%. Key risk drivers: Country us; customer was acquired organically, a cohort associated with higher retention; Ticket high risk. Retention signals: customer was acquired through partner channels, where churn depends on integration quality; Seats; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior."
