account_id,churn_probability,churn_probability_percent,top_reasons,risk_level,explanation
A-b7ef83,0.015577883474040807,1.6%,"customer was acquired organically, a cohort associated with higher retention; customer sentiment is consistently negative, a strong churn predictor; customer is currently in the trial phase, a stage characterized by high churn variability",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: customer was acquired organically, a cohort associated with higher retention; customer sentiment is consistently negative, a strong churn predictor; customer is currently in the trial phase, a stage characterized by high churn variability."
A-2f6a32,0.017858988343638138,1.8%,Referral source other; Seats; long-term satisfaction is moderate,Low Risk,Predicted churn risk is 1.8%. Key drivers include: Referral source other; Seats; long-term satisfaction is moderate.
A-6e7827,0.017880217529483156,1.8%,"Usage stable usage; customer was acquired organically, a cohort associated with higher retention; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.8%. Key drivers include: Usage stable usage; customer was acquired organically, a cohort associated with higher retention; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior."
A-331424,0.016582583924988955,1.7%,"customer was acquired through partner channels, where churn depends on integration quality; Ticket high risk; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.7%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; Ticket high risk; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior."
A-354f12,0.020000018552960908,2.0%,"customer was acquired through partner channels, where churn depends on integration quality; customer was acquired organically, a cohort associated with higher retention; customer is currently in the trial phase, a stage characterized by high churn variability",Low Risk,"Predicted churn risk is 2.0%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; customer was acquired organically, a cohort associated with higher retention; customer is currently in the trial phase, a stage characterized by high churn variability."
A-6a4e2d,0.01689406852681682,1.7%,Country uk; Usage stable usage; average session duration is strong (57.60 min),Low Risk,Predicted churn risk is 1.7%. Key drivers include: Country uk; Usage stable usage; average session duration is strong (57.60 min).
A-6e08f3,0.019331636611695794,1.9%,"Ticket high risk; customer was acquired through partner channels, where churn depends on integration quality; customer was acquired via event-based channels, which historically show higher churn volatility",Low Risk,"Predicted churn risk is 1.9%. Key drivers include: Ticket high risk; customer was acquired through partner channels, where churn depends on integration quality; customer was acquired via event-based channels, which historically show higher churn volatility."
A-6843f2,0.0165260965795113,1.7%,"customer was acquired organically, a cohort associated with higher retention; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; moderate support request volume (2 tickets)",Low Risk,"Predicted churn risk is 1.7%. Key drivers include: customer was acquired organically, a cohort associated with higher retention; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; moderate support request volume (2 tickets)."
A-5f7781,0.017260471586171885,1.7%,"customer sentiment is consistently negative, a strong churn predictor; long-term satisfaction scores are historically low, a strong churn predictor; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.7%. Key drivers include: customer sentiment is consistently negative, a strong churn predictor; long-term satisfaction scores are historically low, a strong churn predictor; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior."
A-544d0a,0.016511076215169705,1.7%,"Referral source other; customer is currently in the trial phase, a stage characterized by high churn variability; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.7%. Key drivers include: Referral source other; customer is currently in the trial phase, a stage characterized by high churn variability; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior."
A-65aeb5,0.021763956990994864,2.2%,"Country us; long-term satisfaction is moderate; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 2.2%. Key drivers include: Country us; long-term satisfaction is moderate; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior."
A-58b9ff,0.017172480005339576,1.7%,"Ticket high risk; long-term satisfaction scores are historically low, a strong churn predictor; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.7%. Key drivers include: Ticket high risk; long-term satisfaction scores are historically low, a strong churn predictor; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior."
A-956988,0.016818845926711318,1.7%,"Recent satisfaction neutral sentiment; Ticket high risk; customer was acquired organically, a cohort associated with higher retention",Low Risk,"Predicted churn risk is 1.7%. Key drivers include: Recent satisfaction neutral sentiment; Ticket high risk; customer was acquired organically, a cohort associated with higher retention."
A-9174e0,0.016803179091874173,1.7%,"customer was acquired organically, a cohort associated with higher retention; short-term usage appears stable; long-term satisfaction is moderate",Low Risk,"Predicted churn risk is 1.7%. Key drivers include: customer was acquired organically, a cohort associated with higher retention; short-term usage appears stable; long-term satisfaction is moderate."
A-4e631b,0.016541531392114322,1.7%,"Recent usage inconsistent; average session duration is strong (29.40 min); customer sentiment is consistently negative, a strong churn predictor",Low Risk,"Predicted churn risk is 1.7%. Key drivers include: Recent usage inconsistent; average session duration is strong (29.40 min); customer sentiment is consistently negative, a strong churn predictor."
A-4e0e85,0.020435587252010338,2.0%,"long-term satisfaction is moderate; customer was acquired through partner channels, where churn depends on integration quality; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 2.0%. Key drivers include: long-term satisfaction is moderate; customer was acquired through partner channels, where churn depends on integration quality; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior."
A-4d1e75,0.018247311653621378,1.8%,"customer was acquired through partner channels, where churn depends on integration quality; customer was acquired organically, a cohort associated with higher retention; long-term satisfaction is moderate",Low Risk,"Predicted churn risk is 1.8%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; customer was acquired organically, a cohort associated with higher retention; long-term satisfaction is moderate."
A-427b69,0.0424934886062691,4.2%,"average session duration is strong (50.80 min); Seats; customer sentiment is consistently negative, a strong churn predictor",Low Risk,"Predicted churn risk is 4.2%. Key drivers include: average session duration is strong (50.80 min); Seats; customer sentiment is consistently negative, a strong churn predictor."
A-075038,0.03167199112160767,3.2%,"customer was acquired organically, a cohort associated with higher retention; Country uk; Seats",Low Risk,"Predicted churn risk is 3.2%. Key drivers include: customer was acquired organically, a cohort associated with higher retention; Country uk; Seats."
A-09540c,0.34279437245535965,34.3%,"average session duration is strong (55.77 min); customer is currently in the trial phase, a stage characterized by high churn variability; customer was acquired via event-based channels, which historically show higher churn volatility",Low Risk,"Predicted churn risk is 34.3%. Key drivers include: average session duration is strong (55.77 min); customer is currently in the trial phase, a stage characterized by high churn variability; customer was acquired via event-based channels, which historically show higher churn volatility."
A-f92792,0.016297172561663454,1.6%,"customer was acquired through partner channels, where churn depends on integration quality; customer was acquired organically, a cohort associated with higher retention; Recent usage engaged",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; customer was acquired organically, a cohort associated with higher retention; Recent usage engaged."
A-016043,0.03962668907175725,4.0%,"customer was acquired through partner channels, where churn depends on integration quality; customer sentiment is consistently negative, a strong churn predictor; customer is currently in the trial phase, a stage characterized by high churn variability",Low Risk,"Predicted churn risk is 4.0%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; customer sentiment is consistently negative, a strong churn predictor; customer is currently in the trial phase, a stage characterized by high churn variability."
A-42b791,0.018406171229383855,1.8%,"average session duration is strong (52.53 min); customer was acquired organically, a cohort associated with higher retention; customer was acquired via event-based channels, which historically show higher churn volatility",Low Risk,"Predicted churn risk is 1.8%. Key drivers include: average session duration is strong (52.53 min); customer was acquired organically, a cohort associated with higher retention; customer was acquired via event-based channels, which historically show higher churn volatility."
A-e4144b,0.016327476986530507,1.6%,"average session duration is low (0.90 min), reflecting weak product engagement; Ticket high risk; Country uk",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: average session duration is low (0.90 min), reflecting weak product engagement; Ticket high risk; Country uk."
A-f3ff05,0.015336266263280409,1.5%,"customer was acquired organically, a cohort associated with higher retention; customer was acquired through partner channels, where churn depends on integration quality; long-term satisfaction is moderate",Low Risk,"Predicted churn risk is 1.5%. Key drivers include: customer was acquired organically, a cohort associated with higher retention; customer was acquired through partner channels, where churn depends on integration quality; long-term satisfaction is moderate."
A-10b8f2,0.015835281285220167,1.6%,"customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; Country de; customer is currently in the trial phase, a stage characterized by high churn variability",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; Country de; customer is currently in the trial phase, a stage characterized by high churn variability."
A-e19ff6,0.0156541241962499,1.6%,"customer was acquired organically, a cohort associated with higher retention; Country uk; customer is on the Enterprise plan tier, where churn often reflects value alignment and product utilization levels",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: customer was acquired organically, a cohort associated with higher retention; Country uk; customer is on the Enterprise plan tier, where churn often reflects value alignment and product utilization levels."
A-e5d6ab,0.015320537420042265,1.5%,"Ticket high risk; customer was acquired organically, a cohort associated with higher retention; Country us",Low Risk,"Predicted churn risk is 1.5%. Key drivers include: Ticket high risk; customer was acquired organically, a cohort associated with higher retention; Country us."
A-e51ec7,0.015259954461703716,1.5%,"Error no errors; Recent satisfaction very positive sentiment; customer sentiment is consistently negative, a strong churn predictor",Low Risk,"Predicted churn risk is 1.5%. Key drivers include: Error no errors; Recent satisfaction very positive sentiment; customer sentiment is consistently negative, a strong churn predictor."
A-19b2c8,0.017528580265549158,1.8%,"customer was acquired through partner channels, where churn depends on integration quality; recent satisfaction appears stable; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.8%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; recent satisfaction appears stable; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior."
A-1619f8,0.016674138306850775,1.7%,"customer sentiment is consistently negative, a strong churn predictor; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; Error sum",Low Risk,"Predicted churn risk is 1.7%. Key drivers include: customer sentiment is consistently negative, a strong churn predictor; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; Error sum."
A-157070,0.016288470051376094,1.6%,"Country us; customer was acquired through partner channels, where churn depends on integration quality; Ticket high risk",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: Country us; customer was acquired through partner channels, where churn depends on integration quality; Ticket high risk."
A-3d957b,0.017586171013192636,1.8%,"customer was acquired organically, a cohort associated with higher retention; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; Country uk",Low Risk,"Predicted churn risk is 1.8%. Key drivers include: customer was acquired organically, a cohort associated with higher retention; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; Country uk."
A-49b828,0.01790079603524676,1.8%,"customer was acquired through partner channels, where churn depends on integration quality; long-term satisfaction is moderate; Seats",Low Risk,"Predicted churn risk is 1.8%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; long-term satisfaction is moderate; Seats."
A-cb6cc6,0.1649522095663719,16.5%,"customer was acquired through partner channels, where churn depends on integration quality; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; long-term satisfaction is moderate",Low Risk,"Predicted churn risk is 16.5%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; long-term satisfaction is moderate."
A-d3c88e,0.02081769648743538,2.1%,"Country us; customer sentiment is consistently negative, a strong churn predictor; customer was acquired via event-based channels, which historically show higher churn volatility",Low Risk,"Predicted churn risk is 2.1%. Key drivers include: Country us; customer sentiment is consistently negative, a strong churn predictor; customer was acquired via event-based channels, which historically show higher churn volatility."
A-c45b23,0.01575754280039626,1.6%,"Ticket high risk; customer was acquired organically, a cohort associated with higher retention; Seats",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: Ticket high risk; customer was acquired organically, a cohort associated with higher retention; Seats."
A-c43359,0.018365483771104193,1.8%,"Ticket high risk; customer sentiment is consistently negative, a strong churn predictor; average session duration is strong (10.08 min)",Low Risk,"Predicted churn risk is 1.8%. Key drivers include: Ticket high risk; customer sentiment is consistently negative, a strong churn predictor; average session duration is strong (10.08 min)."
A-cc98bc,0.01912510760002592,1.9%,"Ticket high risk; customer was acquired organically, a cohort associated with higher retention; customer sentiment is consistently negative, a strong churn predictor",Low Risk,"Predicted churn risk is 1.9%. Key drivers include: Ticket high risk; customer was acquired organically, a cohort associated with higher retention; customer sentiment is consistently negative, a strong churn predictor."
A-bd4513,0.01706345495847384,1.7%,"customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; customer was acquired via event-based channels, which historically show higher churn volatility",Low Risk,"Predicted churn risk is 1.7%. Key drivers include: customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; customer was acquired via event-based channels, which historically show higher churn volatility."
A-bbc346,0.0160473212552795,1.6%,"customer belongs to the FinTech industry segment, which exhibits distinct retention behavior; customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; Seats",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: customer belongs to the FinTech industry segment, which exhibits distinct retention behavior; customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; Seats."
A-c58f49,0.031525225491908136,3.2%,"short-term usage appears stable; customer sentiment is consistently negative, a strong churn predictor; Country us",Low Risk,"Predicted churn risk is 3.2%. Key drivers include: short-term usage appears stable; customer sentiment is consistently negative, a strong churn predictor; Country us."
A-1b707d,0.01601883514513733,1.6%,"customer was acquired through partner channels, where churn depends on integration quality; Recent usage engaged; Country us",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; Recent usage engaged; Country us."
A-c1dfe1,0.0899151273757669,9.0%,"customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; Country de; Seats",Low Risk,"Predicted churn risk is 9.0%. Key drivers include: customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; Country de; Seats."
A-c16cf7,0.0179606866997519,1.8%,"customer was acquired through partner channels, where churn depends on integration quality; long-term satisfaction is moderate; customer is currently in the trial phase, a stage characterized by high churn variability",Low Risk,"Predicted churn risk is 1.8%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; long-term satisfaction is moderate; customer is currently in the trial phase, a stage characterized by high churn variability."
A-c16b88,0.017344198474995902,1.7%,"Country us; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; customer was acquired via event-based channels, which historically show higher churn volatility",Low Risk,"Predicted churn risk is 1.7%. Key drivers include: Country us; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; customer was acquired via event-based channels, which historically show higher churn volatility."
A-474ad4,0.0174790794890303,1.7%,"Country us; customer sentiment is consistently negative, a strong churn predictor; Seats",Low Risk,"Predicted churn risk is 1.7%. Key drivers include: Country us; customer sentiment is consistently negative, a strong churn predictor; Seats."
A-524364,0.05309417061690218,5.3%,"Error sum; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; long-term satisfaction is strong",Low Risk,"Predicted churn risk is 5.3%. Key drivers include: Error sum; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; long-term satisfaction is strong."
A-51ec1b,0.018451330583783874,1.8%,"customer was acquired organically, a cohort associated with higher retention; moderate support request volume (3 tickets); customer belongs to the DevTools industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.8%. Key drivers include: customer was acquired organically, a cohort associated with higher retention; moderate support request volume (3 tickets); customer belongs to the DevTools industry segment, which exhibits distinct retention behavior."
A-508199,0.018202571230563326,1.8%,"customer was acquired through partner channels, where churn depends on integration quality; customer was acquired organically, a cohort associated with higher retention; customer was acquired via event-based channels, which historically show higher churn volatility",Low Risk,"Predicted churn risk is 1.8%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; customer was acquired organically, a cohort associated with higher retention; customer was acquired via event-based channels, which historically show higher churn volatility."
A-ad3abd,0.018483396023890604,1.8%,"Ticket high risk; average session duration is strong (10.53 min); customer was acquired via event-based channels, which historically show higher churn volatility",Low Risk,"Predicted churn risk is 1.8%. Key drivers include: Ticket high risk; average session duration is strong (10.53 min); customer was acquired via event-based channels, which historically show higher churn volatility."
A-ad296b,0.3960885358613694,39.6%,"average session duration is strong (30.40 min); customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; customer was acquired via event-based channels, which historically show higher churn volatility",Low Risk,"Predicted churn risk is 39.6%. Key drivers include: average session duration is strong (30.40 min); customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; customer was acquired via event-based channels, which historically show higher churn volatility."
A-acb7f7,0.01793167351806397,1.8%,"customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; customer was acquired organically, a cohort associated with higher retention; long-term satisfaction is moderate",Low Risk,"Predicted churn risk is 1.8%. Key drivers include: customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; customer was acquired organically, a cohort associated with higher retention; long-term satisfaction is moderate."
A-ac9111,0.01750416712614027,1.8%,"customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; customer is currently in the trial phase, a stage characterized by high churn variability; customer was acquired via event-based channels, which historically show higher churn volatility",Low Risk,"Predicted churn risk is 1.8%. Key drivers include: customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; customer is currently in the trial phase, a stage characterized by high churn variability; customer was acquired via event-based channels, which historically show higher churn volatility."
A-bb2f49,0.019041399693084375,1.9%,"customer was acquired through partner channels, where churn depends on integration quality; customer was acquired organically, a cohort associated with higher retention; Seats",Low Risk,"Predicted churn risk is 1.9%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; customer was acquired organically, a cohort associated with higher retention; Seats."
A-bb1486,0.01778740029766808,1.8%,"Country us; average session duration is strong (56.23 min); customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.8%. Key drivers include: Country us; average session duration is strong (56.23 min); customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior."
A-b7724f,0.016237993954698292,1.6%,"Country uk; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; long-term satisfaction scores are historically low, a strong churn predictor",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: Country uk; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; long-term satisfaction scores are historically low, a strong churn predictor."
A-b48f73,0.016895698769314505,1.7%,"customer was acquired through partner channels, where churn depends on integration quality; customer is currently in the trial phase, a stage characterized by high churn variability; customer was acquired via event-based channels, which historically show higher churn volatility",Low Risk,"Predicted churn risk is 1.7%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; customer is currently in the trial phase, a stage characterized by high churn variability; customer was acquired via event-based channels, which historically show higher churn volatility."
A-b44e3e,0.015624164655749341,1.6%,"customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; customer was acquired through partner channels, where churn depends on integration quality; Country uk",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; customer was acquired through partner channels, where churn depends on integration quality; Country uk."
A-4ef964,0.016775649528601926,1.7%,"customer was acquired through partner channels, where churn depends on integration quality; Error sum; Seats",Low Risk,"Predicted churn risk is 1.7%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; Error sum; Seats."
A-5a3eb9,0.015956838242665156,1.6%,"customer is currently in the trial phase, a stage characterized by high churn variability; Seats; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: customer is currently in the trial phase, a stage characterized by high churn variability; Seats; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior."
A-a33200,0.016469205367869718,1.6%,"Error no errors; Seats; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: Error no errors; Seats; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior."
A-a1bbb6,0.0191188856637918,1.9%,"Ticket high risk; Usage stable usage; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.9%. Key drivers include: Ticket high risk; Usage stable usage; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior."
A-af0cd2,0.015611203633474773,1.6%,"customer was acquired organically, a cohort associated with higher retention; average session duration is strong (52.80 min); customer is currently in the trial phase, a stage characterized by high churn variability",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: customer was acquired organically, a cohort associated with higher retention; average session duration is strong (52.80 min); customer is currently in the trial phase, a stage characterized by high churn variability."
A-adc1f3,0.015648496845005983,1.6%,Referral source other; Country us; long-term satisfaction is moderate,Low Risk,Predicted churn risk is 1.6%. Key drivers include: Referral source other; Country us; long-term satisfaction is moderate.
A-96bbc6,0.01649095046893668,1.6%,"Referral source other; customer is on the Enterprise plan tier, where churn often reflects value alignment and product utilization levels; Error sum",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: Referral source other; customer is on the Enterprise plan tier, where churn often reflects value alignment and product utilization levels; Error sum."
A-2d4502,0.021673807382909402,2.2%,"customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; customer was acquired organically, a cohort associated with higher retention; customer was acquired via event-based channels, which historically show higher churn volatility",Low Risk,"Predicted churn risk is 2.2%. Key drivers include: customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; customer was acquired organically, a cohort associated with higher retention; customer was acquired via event-based channels, which historically show higher churn volatility."
A-2b9d3e,0.015636651026191304,1.6%,"Ticket high risk; customer sentiment is consistently negative, a strong churn predictor; Country us",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: Ticket high risk; customer sentiment is consistently negative, a strong churn predictor; Country us."
A-2446e3,0.015814269163783378,1.6%,Error no errors; Error low errors; long-term satisfaction is moderate,Low Risk,Predicted churn risk is 1.6%. Key drivers include: Error no errors; Error low errors; long-term satisfaction is moderate.
A-ac85cd,0.015559620142144365,1.6%,"customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; customer was acquired organically, a cohort associated with higher retention; long-term satisfaction is moderate",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; customer was acquired organically, a cohort associated with higher retention; long-term satisfaction is moderate."
A-3a7284,0.015997861810495454,1.6%,"customer was acquired through partner channels, where churn depends on integration quality; customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; long-term satisfaction is moderate",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; long-term satisfaction is moderate."
A-922109,0.018358656100675202,1.8%,"Ticket high risk; Country us; customer was acquired organically, a cohort associated with higher retention",Low Risk,"Predicted churn risk is 1.8%. Key drivers include: Ticket high risk; Country us; customer was acquired organically, a cohort associated with higher retention."
A-9077b0,0.01683575503818348,1.7%,"customer was acquired organically, a cohort associated with higher retention; Error sum; long-term satisfaction is strong",Low Risk,"Predicted churn risk is 1.7%. Key drivers include: customer was acquired organically, a cohort associated with higher retention; Error sum; long-term satisfaction is strong."
A-9f0b68,0.017576361205975104,1.8%,"customer was acquired through partner channels, where churn depends on integration quality; Ticket high risk; Country us",Low Risk,"Predicted churn risk is 1.8%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; Ticket high risk; Country us."
A-9affe6,0.018510293386875078,1.9%,"Country us; customer was acquired organically, a cohort associated with higher retention; Seats",Low Risk,"Predicted churn risk is 1.9%. Key drivers include: Country us; customer was acquired organically, a cohort associated with higher retention; Seats."
A-98a59a,0.016090105729861394,1.6%,"short-term usage appears stable; customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; customer belongs to the FinTech industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: short-term usage appears stable; customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; customer belongs to the FinTech industry segment, which exhibits distinct retention behavior."
A-87aa7b,0.043703162362792085,4.4%,"Country us; average session duration is low (1.20 min), reflecting weak product engagement; Seats",Low Risk,"Predicted churn risk is 4.4%. Key drivers include: Country us; average session duration is low (1.20 min), reflecting weak product engagement; Seats."
A-94f8c9,0.6175462547375731,61.8%,"Seats; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; average session duration is strong (89.10 min)",Medium Risk,"Predicted churn risk is 61.8%. Key drivers include: Seats; customer belongs to the HealthTech industry segment, which exhibits distinct retention behavior; average session duration is strong (89.10 min)."
A-940b8b,0.01594145170356863,1.6%,"customer was acquired through partner channels, where churn depends on integration quality; customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; Country de",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; Country de."
A-342303,0.01746816087430083,1.7%,"Ticket high risk; customer was acquired through partner channels, where churn depends on integration quality; customer is currently in the trial phase, a stage characterized by high churn variability",Low Risk,"Predicted churn risk is 1.7%. Key drivers include: Ticket high risk; customer was acquired through partner channels, where churn depends on integration quality; customer is currently in the trial phase, a stage characterized by high churn variability."
A-8bde0c,0.022808127605525023,2.3%,"long-term satisfaction is moderate; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels",Low Risk,"Predicted churn risk is 2.3%. Key drivers include: long-term satisfaction is moderate; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior; customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels."
A-6c093d,0.01609365039084852,1.6%,"customer sentiment is consistently negative, a strong churn predictor; Country us; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: customer sentiment is consistently negative, a strong churn predictor; Country us; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior."
A-832ec2,0.10385976412674937,10.4%,"customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; customer is currently in the trial phase, a stage characterized by high churn variability; customer was acquired via event-based channels, which historically show higher churn volatility",Low Risk,"Predicted churn risk is 10.4%. Key drivers include: customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; customer is currently in the trial phase, a stage characterized by high churn variability; customer was acquired via event-based channels, which historically show higher churn volatility."
A-81edc3,0.05283010034482803,5.3%,"customer was acquired through partner channels, where churn depends on integration quality; customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; Seats",Low Risk,"Predicted churn risk is 5.3%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; customer is on the Pro plan tier, where churn often reflects value alignment and product utilization levels; Seats."
A-7da956,0.015755159778771802,1.6%,"Country us; customer sentiment is consistently negative, a strong churn predictor; customer is currently in the trial phase, a stage characterized by high churn variability",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: Country us; customer sentiment is consistently negative, a strong churn predictor; customer is currently in the trial phase, a stage characterized by high churn variability."
A-7d514c,0.0174423084069534,1.7%,"customer sentiment is consistently negative, a strong churn predictor; Seats; Country de",Low Risk,"Predicted churn risk is 1.7%. Key drivers include: customer sentiment is consistently negative, a strong churn predictor; Seats; Country de."
A-7988d1,0.01554279160987155,1.6%,"customer was acquired through partner channels, where churn depends on integration quality; Error no errors; Ticket high risk",Low Risk,"Predicted churn risk is 1.6%. Key drivers include: customer was acquired through partner channels, where churn depends on integration quality; Error no errors; Ticket high risk."
A-6965e1,0.017549205741108246,1.8%,"Error low errors; Country us; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior",Low Risk,"Predicted churn risk is 1.8%. Key drivers include: Error low errors; Country us; customer belongs to the DevTools industry segment, which exhibits distinct retention behavior."
