,subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag,usage_id,usage_date,feature_name,usage_count,usage_duration_secs,error_count,is_beta_feature,usage_duration_min,ticket_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,escalation_flag,reference_date,reference_month_int,ticket_month_int,months_before_reference
2151,S-de543d,A-1e50e0,2023-04-25,2024-01-13,Enterprise,19,0,0,True,False,False,True,annual,True,U-6d7d29,2023-10-23,feature_18,9,5130,0,False,85.5,T-113483,2024-10-29,2024-10-29 22:00:00,22.0,urgent,116,0.0,False,2024-12-31,659,657,-2
2162,S-f80617,A-d4ac0e,2024-10-28,2024-12-16,Basic,18,342,4104,False,False,False,True,annual,True,U-82ed7e,2023-02-07,feature_2,9,2907,3,False,48.45,T-19ea5b,2024-09-08,2024-09-08 18:00:00,18.0,low,15,0.0,False,2024-12-31,659,656,-3
2163,S-f80617,A-d4ac0e,2024-10-28,2024-12-16,Basic,18,342,4104,False,False,False,True,annual,True,U-82ed7e,2023-02-07,feature_2,9,2907,3,False,48.45,T-6816fd,2024-10-23,2024-10-23 16:00:00,16.0,medium,28,3.0,False,2024-12-31,659,657,-2
2164,S-f80617,A-d4ac0e,2024-10-28,2024-12-16,Basic,18,342,4104,False,False,False,True,annual,True,U-82ed7e,2023-02-07,feature_2,9,2907,3,False,48.45,T-7ad7ec,2024-06-28,2024-06-29 04:00:00,28.0,high,53,0.0,False,2024-12-31,659,653,-6
2170,S-c8fd93,A-0354fe,2024-11-16,2024-11-20,Basic,34,646,7752,False,True,False,True,monthly,True,U-7aba14,2024-11-26,feature_9,8,3160,0,False,52.666666666666664,T-abd0a8,2024-11-30,2024-11-30 01:00:00,1.0,high,107,3.0,False,2024-12-31,659,658,-1
2171,S-c8fd93,A-0354fe,2024-11-16,2024-11-20,Basic,34,646,7752,False,True,False,True,monthly,True,U-7aba14,2024-11-26,feature_9,8,3160,0,False,52.666666666666664,T-0854a1,2024-04-11,2024-04-13 14:00:00,62.0,high,78,0.0,False,2024-12-31,659,651,-8
2172,S-c8fd93,A-0354fe,2024-11-16,2024-11-20,Basic,34,646,7752,False,True,False,True,monthly,True,U-7aba14,2024-11-26,feature_9,8,3160,0,False,52.666666666666664,T-12b388,2024-11-07,2024-11-07 15:00:00,15.0,medium,14,0.0,False,2024-12-31,659,658,-1
2186,S-33df6f,A-0baac2,2024-12-11,2024-12-12,Enterprise,14,2786,33432,False,False,False,True,monthly,True,U-5f01de,2024-10-31,feature_40,7,483,1,False,8.05,T-d9cb01,2024-03-23,2024-03-25 10:00:00,58.0,urgent,104,0.0,False,2024-12-31,659,650,-9
2187,S-33df6f,A-0baac2,2024-12-11,2024-12-12,Enterprise,14,2786,33432,False,False,False,True,monthly,True,U-5f01de,2024-10-31,feature_40,7,483,1,False,8.05,T-48a7e1,2024-06-30,2024-07-01 20:00:00,44.0,low,79,0.0,False,2024-12-31,659,653,-6
2188,S-33df6f,A-0baac2,2024-12-11,2024-12-12,Enterprise,14,2786,33432,False,False,False,True,monthly,True,U-5f01de,2024-10-31,feature_40,7,483,1,False,8.05,T-ebb149,2024-09-14,2024-09-15 16:00:00,40.0,high,154,5.0,False,2024-12-31,659,656,-3
2189,S-33df6f,A-0baac2,2024-12-11,2024-12-12,Enterprise,14,2786,33432,False,False,False,True,monthly,True,U-5f01de,2024-10-31,feature_40,7,483,1,False,8.05,T-0c9c88,2024-07-10,2024-07-12 05:00:00,53.0,high,89,5.0,False,2024-12-31,659,654,-5
2190,S-33df6f,A-0baac2,2024-12-11,2024-12-12,Enterprise,14,2786,33432,False,False,False,True,monthly,True,U-5f01de,2024-10-31,feature_40,7,483,1,False,8.05,T-7a95e0,2023-12-16,2023-12-16 07:00:00,7.0,low,54,0.0,False,2024-12-31,659,647,-12
2191,S-33df6f,A-0baac2,2024-12-11,2024-12-12,Enterprise,14,2786,33432,False,False,False,True,monthly,True,U-5f01de,2024-10-31,feature_40,7,483,1,False,8.05,T-c248c0,2024-06-05,2024-06-07 11:00:00,59.0,high,54,3.0,False,2024-12-31,659,653,-6
2240,S-18e3a5,A-c43359,2024-11-25,2024-11-28,Basic,38,722,8664,False,False,False,True,annual,True,U-99a641,2024-11-06,feature_31,7,2324,0,True,38.733333333333334,T-056a79,2024-05-23,2024-05-24 08:00:00,32.0,urgent,103,0.0,False,2024-12-31,659,652,-7
2261,S-b22602,A-b9f5b1,2024-05-04,2024-09-29,Enterprise,39,0,0,True,False,False,True,annual,True,U-def0bc,2023-04-25,feature_34,11,2145,0,False,35.75,T-c9a73c,2024-10-24,2024-10-24 18:00:00,18.0,urgent,86,4.0,False,2024-12-31,659,657,-2
2262,S-b22602,A-b9f5b1,2024-05-04,2024-09-29,Enterprise,39,0,0,True,False,False,True,annual,True,U-def0bc,2023-04-25,feature_34,11,2145,0,False,35.75,T-f0d824,2023-12-01,2023-12-02 04:00:00,28.0,urgent,165,3.0,False,2024-12-31,659,647,-12
2263,S-b22602,A-b9f5b1,2024-05-04,2024-09-29,Enterprise,39,0,0,True,False,False,True,annual,True,U-def0bc,2023-04-25,feature_34,11,2145,0,False,35.75,T-21da91,2024-08-09,2024-08-10 08:00:00,32.0,low,121,3.0,False,2024-12-31,659,655,-4
2268,S-b6ab32,A-dbc825,2024-04-08,2024-08-05,Enterprise,19,3781,45372,False,False,False,True,annual,True,U-c8eac1,2023-06-21,feature_27,8,4168,0,False,69.46666666666667,T-7cca37,2024-10-02,2024-10-03 16:00:00,40.0,medium,128,5.0,True,2024-12-31,659,657,-2
2269,S-b6ab32,A-dbc825,2024-04-08,2024-08-05,Enterprise,19,3781,45372,False,False,False,True,annual,True,U-c8eac1,2023-06-21,feature_27,8,4168,0,False,69.46666666666667,T-f3f1b8,2024-04-11,2024-04-13 22:00:00,70.0,low,122,0.0,False,2024-12-31,659,651,-8
2270,S-b6ab32,A-dbc825,2024-04-08,2024-08-05,Enterprise,19,3781,45372,False,False,False,True,annual,True,U-c8eac1,2023-06-21,feature_27,8,4168,0,False,69.46666666666667,T-09825e,2024-09-30,2024-09-30 22:00:00,22.0,urgent,34,0.0,False,2024-12-31,659,656,-3
2271,S-b6ab32,A-dbc825,2024-04-08,2024-08-05,Enterprise,19,3781,45372,False,False,False,True,annual,True,U-c8eac1,2023-06-21,feature_27,8,4168,0,False,69.46666666666667,T-fe9f10,2024-03-17,2024-03-18 16:00:00,40.0,low,81,0.0,False,2024-12-31,659,650,-9
2273,S-04911c,A-bc87bc,2024-12-01,2024-12-15,Pro,3,0,0,True,False,False,True,annual,True,U-bef5e2,2023-06-06,feature_30,11,3740,0,False,62.333333333333336,T-da9797,2024-10-01,2024-10-02 21:00:00,45.0,high,160,3.0,False,2024-12-31,659,657,-2
2277,S-04911c,A-bc87bc,2024-12-01,2024-12-15,Pro,3,0,0,True,False,False,True,annual,True,U-bef5e2,2023-06-06,feature_30,11,3740,0,False,62.333333333333336,T-6bfc83,2023-12-26,2023-12-28 01:00:00,49.0,urgent,59,4.0,False,2024-12-31,659,647,-12
2278,S-04911c,A-bc87bc,2024-12-01,2024-12-15,Pro,3,0,0,True,False,False,True,annual,True,U-bef5e2,2023-06-06,feature_30,11,3740,0,False,62.333333333333336,T-c6e82b,2024-06-06,2024-06-07 13:00:00,37.0,high,178,0.0,False,2024-12-31,659,653,-6
2301,S-2f8dbb,A-13466a,2023-11-18,2024-06-23,Basic,2,38,456,False,False,False,True,annual,False,U-d296c9,2023-03-24,feature_17,14,1498,0,False,24.966666666666665,T-4d5634,2024-11-04,2024-11-06 23:00:00,71.0,medium,76,3.0,True,2024-12-31,659,658,-1
2315,S-1b6221,A-f6b2fb,2024-06-12,2024-12-23,Enterprise,23,0,0,True,False,False,True,monthly,False,U-8591ba,2024-02-05,feature_19,9,2052,2,False,34.2,T-f2b9a5,2024-01-19,2024-01-20 12:00:00,36.0,medium,138,5.0,True,2024-12-31,659,648,-11
2355,S-8cb02e,A-de24d5,2024-12-09,2024-12-21,Pro,77,3773,45276,False,False,False,True,annual,True,U-ab1af5,2023-08-29,feature_1,9,1152,0,False,19.2,T-d5e01b,2023-12-29,2023-12-29 01:00:00,1.0,high,177,0.0,False,2024-12-31,659,647,-12
2358,S-8cb02e,A-de24d5,2024-12-09,2024-12-21,Pro,77,3773,45276,False,False,False,True,annual,True,U-ab1af5,2023-08-29,feature_1,9,1152,0,False,19.2,T-f72f97,2024-06-27,2024-06-28 17:00:00,41.0,medium,99,3.0,False,2024-12-31,659,653,-6
2359,S-8cb02e,A-de24d5,2024-12-09,2024-12-21,Pro,77,3773,45276,False,False,False,True,annual,True,U-ab1af5,2023-08-29,feature_1,9,1152,0,False,19.2,T-44b8e5,2024-06-27,2024-06-29 17:00:00,65.0,low,4,0.0,False,2024-12-31,659,653,-6
2360,S-8cb02e,A-de24d5,2024-12-09,2024-12-21,Pro,77,3773,45276,False,False,False,True,annual,True,U-ab1af5,2023-08-29,feature_1,9,1152,0,False,19.2,T-bf44a3,2024-11-16,2024-11-17 21:00:00,45.0,high,103,0.0,False,2024-12-31,659,658,-1
2389,S-1d7e7f,A-d922bf,2024-09-01,2024-10-21,Enterprise,15,2985,35820,False,False,False,True,annual,True,U-fcf023,2023-01-09,feature_22,8,2752,0,False,45.86666666666667,T-5b9038,2024-07-16,2024-07-16 23:00:00,23.0,high,7,3.0,False,2024-12-31,659,654,-5
2390,S-1d7e7f,A-d922bf,2024-09-01,2024-10-21,Enterprise,15,2985,35820,False,False,False,True,annual,True,U-fcf023,2023-01-09,feature_22,8,2752,0,False,45.86666666666667,T-8384cf,2024-01-23,2024-01-23 13:00:00,13.0,low,95,0.0,False,2024-12-31,659,648,-11
2391,S-1d7e7f,A-d922bf,2024-09-01,2024-10-21,Enterprise,15,2985,35820,False,False,False,True,annual,True,U-fcf023,2023-01-09,feature_22,8,2752,0,False,45.86666666666667,T-1ab00a,2024-01-25,2024-01-27 04:00:00,52.0,low,30,0.0,False,2024-12-31,659,648,-11
2393,S-1d7e7f,A-d922bf,2024-09-01,2024-10-21,Enterprise,15,2985,35820,False,False,False,True,annual,True,U-fcf023,2023-01-09,feature_22,8,2752,0,False,45.86666666666667,T-24643b,2024-02-21,2024-02-21 02:00:00,2.0,low,130,3.0,False,2024-12-31,659,649,-10
2395,S-1d7e7f,A-d922bf,2024-09-01,2024-10-21,Enterprise,15,2985,35820,False,False,False,True,annual,True,U-fcf023,2023-01-09,feature_22,8,2752,0,False,45.86666666666667,T-8a2ad9,2024-01-23,2024-01-25 23:00:00,71.0,low,125,0.0,False,2024-12-31,659,648,-11
2417,S-689032,A-410e86,2024-12-14,2024-12-25,Enterprise,24,0,0,True,False,False,True,monthly,False,U-cbf4a2,2024-12-27,feature_40,11,5951,1,False,99.18333333333334,T-ca96ba,2024-04-28,2024-04-28 03:00:00,3.0,high,64,0.0,False,2024-12-31,659,651,-8
2418,S-689032,A-410e86,2024-12-14,2024-12-25,Enterprise,24,0,0,True,False,False,True,monthly,False,U-cbf4a2,2024-12-27,feature_40,11,5951,1,False,99.18333333333334,T-836ae9,2023-12-22,2023-12-24 22:00:00,70.0,low,130,0.0,False,2024-12-31,659,647,-12
2419,S-689032,A-410e86,2024-12-14,2024-12-25,Enterprise,24,0,0,True,False,False,True,monthly,False,U-cbf4a2,2024-12-27,feature_40,11,5951,1,False,99.18333333333334,T-fad580,2023-12-04,2023-12-06 09:00:00,57.0,low,103,3.0,False,2024-12-31,659,647,-12
2420,S-689032,A-410e86,2024-12-14,2024-12-25,Enterprise,24,0,0,True,False,False,True,monthly,False,U-cbf4a2,2024-12-27,feature_40,11,5951,1,False,99.18333333333334,T-b72962,2024-04-25,2024-04-27 13:00:00,61.0,medium,128,0.0,False,2024-12-31,659,651,-8
2421,S-689032,A-410e86,2024-12-14,2024-12-25,Enterprise,24,0,0,True,False,False,True,monthly,False,U-cbf4a2,2024-12-27,feature_40,11,5951,1,False,99.18333333333334,T-ee390f,2024-03-18,2024-03-18 22:00:00,22.0,medium,125,4.0,False,2024-12-31,659,650,-9
2437,S-9c0df6,A-883b7d,2024-04-24,2024-09-07,Pro,41,2009,24108,False,False,False,True,monthly,True,U-bfff32,2024-03-04,feature_36,8,4688,0,False,78.13333333333334,T-8c694d,2024-05-24,2024-05-24 15:00:00,15.0,low,39,3.0,True,2024-12-31,659,652,-7
2442,S-9c0df6,A-883b7d,2024-04-24,2024-09-07,Pro,41,2009,24108,False,False,False,True,monthly,True,U-bfff32,2024-03-04,feature_36,8,4688,0,False,78.13333333333334,T-d03843,2024-01-25,2024-01-25 18:00:00,18.0,urgent,14,0.0,False,2024-12-31,659,648,-11
2443,S-9c0df6,A-883b7d,2024-04-24,2024-09-07,Pro,41,2009,24108,False,False,False,True,monthly,True,U-bfff32,2024-03-04,feature_36,8,4688,0,False,78.13333333333334,T-67c060,2024-10-22,2024-10-23 19:00:00,43.0,low,72,3.0,False,2024-12-31,659,657,-2
2487,S-0da40c,A-6e7827,2024-10-23,2024-10-30,Pro,50,2450,29400,False,False,False,True,annual,False,U-3bcef4,2024-08-15,feature_15,14,1246,0,False,20.766666666666666,T-e00e0a,2024-11-17,2024-11-19 19:00:00,67.0,medium,81,4.0,False,2024-12-31,659,658,-1
2488,S-0da40c,A-6e7827,2024-10-23,2024-10-30,Pro,50,2450,29400,False,False,False,True,annual,False,U-3bcef4,2024-08-15,feature_15,14,1246,0,False,20.766666666666666,T-4ebe83,2024-09-25,2024-09-26 11:00:00,35.0,low,86,3.0,False,2024-12-31,659,656,-3
2501,S-969f4c,A-b11cd0,2023-10-10,2024-10-23,Basic,26,0,0,True,False,False,True,monthly,True,U-b39242,2023-06-22,feature_31,5,855,0,False,14.25,T-779cd9,2024-01-11,2024-01-12 21:00:00,45.0,low,160,0.0,False,2024-12-31,659,648,-11
2502,S-969f4c,A-b11cd0,2023-10-10,2024-10-23,Basic,26,0,0,True,False,False,True,monthly,True,U-b39242,2023-06-22,feature_31,5,855,0,False,14.25,T-cc3d2a,2024-01-31,2024-01-31 07:00:00,7.0,medium,104,0.0,False,2024-12-31,659,648,-11
2503,S-969f4c,A-b11cd0,2023-10-10,2024-10-23,Basic,26,0,0,True,False,False,True,monthly,True,U-b39242,2023-06-22,feature_31,5,855,0,False,14.25,T-ee1ef3,2024-10-08,2024-10-10 18:00:00,66.0,medium,141,3.0,False,2024-12-31,659,657,-2
2526,S-4ed473,A-bcf664,2023-11-20,2023-12-06,Enterprise,12,2388,28656,False,False,False,True,annual,True,U-b3f9c0,2024-11-08,feature_1,15,4515,0,False,75.25,T-1cea26,2023-12-18,2023-12-20 21:00:00,69.0,high,169,5.0,True,2024-12-31,659,647,-12
2527,S-4ed473,A-bcf664,2023-11-20,2023-12-06,Enterprise,12,2388,28656,False,False,False,True,annual,True,U-b3f9c0,2024-11-08,feature_1,15,4515,0,False,75.25,T-74be0c,2024-11-16,2024-11-16 02:00:00,2.0,high,4,4.0,False,2024-12-31,659,658,-1
2529,S-4ed473,A-bcf664,2023-11-20,2023-12-06,Enterprise,12,2388,28656,False,False,False,True,annual,True,U-b3f9c0,2024-11-08,feature_1,15,4515,0,False,75.25,T-fa3300,2024-07-03,2024-07-06 00:00:00,72.0,low,80,0.0,False,2024-12-31,659,654,-5
2535,S-5eaab8,A-0f3e88,2024-12-11,2024-12-23,Pro,7,343,4116,False,False,False,True,monthly,False,U-d11cfd,2023-09-03,feature_27,7,3892,2,False,64.86666666666666,T-d5e12f,2024-10-17,2024-10-17 19:00:00,19.0,urgent,93,4.0,False,2024-12-31,659,657,-2
2537,S-5eaab8,A-0f3e88,2024-12-11,2024-12-23,Pro,7,343,4116,False,False,False,True,monthly,False,U-d11cfd,2023-09-03,feature_27,7,3892,2,False,64.86666666666666,T-e771c5,2024-07-28,2024-07-30 17:00:00,65.0,low,4,0.0,False,2024-12-31,659,654,-5
2569,S-e0bfb1,A-029f69,2024-08-04,2024-08-23,Pro,21,1029,12348,False,False,False,True,annual,False,U-c17482,2024-04-14,feature_28,6,1032,0,False,17.2,T-788eff,2024-04-18,2024-04-19 11:00:00,35.0,urgent,131,3.0,False,2024-12-31,659,651,-8
2582,S-1e15d1,A-700ade,2024-11-17,2024-12-31,Pro,25,1225,14700,False,False,False,True,annual,True,U-b6ed3c,2023-11-13,feature_32,11,5247,3,False,87.45,T-88c429,2024-11-03,2024-11-04 02:00:00,26.0,urgent,22,0.0,False,2024-12-31,659,658,-1
2583,S-1e15d1,A-700ade,2024-11-17,2024-12-31,Pro,25,1225,14700,False,False,False,True,annual,True,U-b6ed3c,2023-11-13,feature_32,11,5247,3,False,87.45,T-50cda9,2024-03-01,2024-03-01 17:00:00,17.0,urgent,117,5.0,False,2024-12-31,659,650,-9
2601,S-556071,A-9077b0,2024-12-20,2024-12-30,Pro,63,0,0,True,False,False,True,monthly,True,U-523ad7,2023-07-03,feature_5,6,1212,0,False,20.2,T-11b816,2024-09-07,2024-09-07 02:00:00,2.0,urgent,180,3.0,False,2024-12-31,659,656,-3
2619,S-f4019e,A-7988d1,2024-09-28,2024-11-16,Basic,33,627,7524,False,False,False,True,monthly,False,U-1bacde,2024-03-29,feature_32,10,4890,0,False,81.5,T-c30d17,2024-09-07,2024-09-07 09:00:00,9.0,low,104,5.0,False,2024-12-31,659,656,-3
2620,S-f4019e,A-7988d1,2024-09-28,2024-11-16,Basic,33,627,7524,False,False,False,True,monthly,False,U-1bacde,2024-03-29,feature_32,10,4890,0,False,81.5,T-20a128,2024-11-26,2024-11-27 21:00:00,45.0,urgent,31,3.0,False,2024-12-31,659,658,-1
2627,S-381420,A-42b791,2024-10-25,2024-11-25,Basic,27,513,6156,False,False,False,True,monthly,True,U-581445,2023-08-17,feature_8,14,3010,1,False,50.166666666666664,T-9e0fbe,2023-12-12,2023-12-13 14:00:00,38.0,urgent,34,3.0,False,2024-12-31,659,647,-12
2645,S-06e837,A-7c4956,2023-12-17,2024-03-29,Basic,9,0,0,True,False,False,True,annual,True,U-13eb09,2023-02-12,feature_19,7,3941,1,False,65.68333333333334,T-68c8a6,2024-09-23,2024-09-23 19:00:00,19.0,high,34,0.0,False,2024-12-31,659,656,-3
2647,S-06e837,A-7c4956,2023-12-17,2024-03-29,Basic,9,0,0,True,False,False,True,annual,True,U-13eb09,2023-02-12,feature_19,7,3941,1,False,65.68333333333334,T-2fc301,2024-06-10,2024-06-10 11:00:00,11.0,high,102,4.0,False,2024-12-31,659,653,-6
2728,S-842638,A-35083d,2024-05-04,2024-06-26,Pro,19,931,11172,False,False,False,True,annual,True,U-a40aa5,2024-09-03,feature_30,9,1629,3,False,27.15,T-1cd0a4,2024-06-25,2024-06-27 06:00:00,54.0,low,61,5.0,False,2024-12-31,659,653,-6
2729,S-842638,A-35083d,2024-05-04,2024-06-26,Pro,19,931,11172,False,False,False,True,annual,True,U-a40aa5,2024-09-03,feature_30,9,1629,3,False,27.15,T-3e18cf,2024-09-27,2024-09-29 12:00:00,60.0,high,152,0.0,False,2024-12-31,659,656,-3
2740,S-ed4c45,A-4e44e8,2024-09-15,2024-09-21,Enterprise,78,15522,186264,False,False,False,True,monthly,True,U-51cbde,2024-05-12,feature_16,16,3552,0,False,59.2,T-673852,2024-09-15,2024-09-15 02:00:00,2.0,low,10,3.0,False,2024-12-31,659,656,-3
2773,S-ffe125,A-e89151,2024-04-15,2024-10-07,Basic,20,380,4560,False,False,False,True,monthly,False,U-ef4070,2023-08-29,feature_9,5,2555,0,False,42.583333333333336,T-16968a,2024-10-10,2024-10-11 05:00:00,29.0,medium,54,0.0,False,2024-12-31,659,657,-2
2774,S-ffe125,A-e89151,2024-04-15,2024-10-07,Basic,20,380,4560,False,False,False,True,monthly,False,U-ef4070,2023-08-29,feature_9,5,2555,0,False,42.583333333333336,T-a65a71,2024-04-01,2024-04-03 06:00:00,54.0,medium,43,5.0,False,2024-12-31,659,651,-8
2787,S-28d401,A-d792a6,2023-09-03,2024-03-04,Basic,5,95,1140,False,False,False,True,annual,True,U-0cd944,2023-12-04,feature_24,10,2310,2,False,38.5,T-ce1dee,2024-10-10,2024-10-11 08:00:00,32.0,low,126,0.0,False,2024-12-31,659,657,-2
2788,S-28d401,A-d792a6,2023-09-03,2024-03-04,Basic,5,95,1140,False,False,False,True,annual,True,U-0cd944,2023-12-04,feature_24,10,2310,2,False,38.5,T-a45f3e,2024-02-11,2024-02-12 21:00:00,45.0,urgent,174,4.0,False,2024-12-31,659,649,-10
2807,S-3965a4,A-8b25f2,2024-10-08,2024-10-18,Basic,47,893,10716,False,False,True,True,annual,True,U-0a66c9,2023-06-21,feature_39,11,4224,0,False,70.4,T-d66f0f,2023-12-03,2023-12-05 04:00:00,52.0,medium,15,5.0,False,2024-12-31,659,647,-12
2808,S-3965a4,A-8b25f2,2024-10-08,2024-10-18,Basic,47,893,10716,False,False,True,True,annual,True,U-0a66c9,2023-06-21,feature_39,11,4224,0,False,70.4,T-7dc53f,2024-02-04,2024-02-04 19:00:00,19.0,low,86,3.0,False,2024-12-31,659,649,-10
2817,S-83b2ee,A-7c83a1,2024-06-27,2024-12-04,Enterprise,26,5174,62088,False,False,False,True,monthly,True,U-ba0f4f,2024-01-19,feature_38,8,936,1,False,15.6,T-6faf48,2024-04-21,2024-04-21 03:00:00,3.0,high,82,5.0,False,2024-12-31,659,651,-8
2820,S-83b2ee,A-7c83a1,2024-06-27,2024-12-04,Enterprise,26,5174,62088,False,False,False,True,monthly,True,U-ba0f4f,2024-01-19,feature_38,8,936,1,False,15.6,T-5435e7,2024-04-10,2024-04-12 08:00:00,56.0,high,140,3.0,False,2024-12-31,659,651,-8
2837,S-b6e15a,A-67be94,2023-09-17,2024-02-18,Enterprise,37,7363,88356,False,False,False,True,monthly,False,U-bf94d3,2024-08-15,feature_4,9,1953,1,False,32.55,T-32b901,2024-11-14,2024-11-16 01:00:00,49.0,high,1,0.0,False,2024-12-31,659,658,-1
2840,S-b6e15a,A-67be94,2023-09-17,2024-02-18,Enterprise,37,7363,88356,False,False,False,True,monthly,False,U-bf94d3,2024-08-15,feature_4,9,1953,1,False,32.55,T-2626fb,2024-05-04,2024-05-04 14:00:00,14.0,high,168,0.0,False,2024-12-31,659,652,-7
2841,S-b6e15a,A-67be94,2023-09-17,2024-02-18,Enterprise,37,7363,88356,False,False,False,True,monthly,False,U-bf94d3,2024-08-15,feature_4,9,1953,1,False,32.55,T-739439,2024-11-28,2024-11-29 05:00:00,29.0,high,32,3.0,False,2024-12-31,659,658,-1
2900,S-222167,A-c1e51e,2024-12-29,2024-12-31,Basic,41,779,9348,False,False,False,True,annual,True,U-1905c7,2024-01-25,feature_31,9,1665,0,False,27.75,T-2859a9,2024-10-29,2024-10-31 16:00:00,64.0,urgent,59,3.0,False,2024-12-31,659,657,-2
2901,S-222167,A-c1e51e,2024-12-29,2024-12-31,Basic,41,779,9348,False,False,False,True,annual,True,U-1905c7,2024-01-25,feature_31,9,1665,0,False,27.75,T-db00f6,2024-08-13,2024-08-14 08:00:00,32.0,urgent,101,3.0,False,2024-12-31,659,655,-4
2927,S-9d7c19,A-82d8a6,2024-12-31,2024-12-31,Pro,5,245,2940,False,False,False,True,annual,True,U-7b4134,2024-08-29,feature_26,9,639,0,False,10.65,T-bccf63,2024-11-29,2024-12-01 22:00:00,70.0,high,67,3.0,False,2024-12-31,659,658,-1
2929,S-9d7c19,A-82d8a6,2024-12-31,2024-12-31,Pro,5,245,2940,False,False,False,True,annual,True,U-7b4134,2024-08-29,feature_26,9,639,0,False,10.65,T-9ce175,2024-03-05,2024-03-05 11:00:00,11.0,medium,164,0.0,False,2024-12-31,659,650,-9
2930,S-9d7c19,A-82d8a6,2024-12-31,2024-12-31,Pro,5,245,2940,False,False,False,True,annual,True,U-7b4134,2024-08-29,feature_26,9,639,0,False,10.65,T-c88d4c,2024-09-09,2024-09-11 05:00:00,53.0,urgent,163,4.0,False,2024-12-31,659,656,-3
2931,S-9d7c19,A-82d8a6,2024-12-31,2024-12-31,Pro,5,245,2940,False,False,False,True,annual,True,U-7b4134,2024-08-29,feature_26,9,639,0,False,10.65,T-1ce30f,2024-11-13,2024-11-14 02:00:00,26.0,medium,37,0.0,False,2024-12-31,659,658,-1
2985,S-9a44ec,A-bf7919,2024-12-21,2024-12-29,Pro,15,735,8820,False,False,False,True,annual,True,U-70bd43,2023-06-17,feature_9,16,4864,0,True,81.06666666666666,T-c8d035,2024-10-29,2024-10-29 12:00:00,12.0,high,53,0.0,False,2024-12-31,659,657,-2
3010,S-9dda85,A-462d45,2024-01-16,2024-05-29,Basic,89,1691,20292,False,False,False,True,annual,False,U-432eac,2023-06-15,feature_36,8,2336,0,False,38.93333333333333,T-98448a,2024-02-10,2024-02-10 18:00:00,18.0,high,99,4.0,False,2024-12-31,659,649,-10
3013,S-9dda85,A-462d45,2024-01-16,2024-05-29,Basic,89,1691,20292,False,False,False,True,annual,False,U-432eac,2023-06-15,feature_36,8,2336,0,False,38.93333333333333,T-a5d583,2024-01-11,2024-01-12 12:00:00,36.0,high,111,0.0,False,2024-12-31,659,648,-11
3029,S-93dc0e,A-8e47ca,2024-11-03,2024-12-09,Enterprise,25,4975,59700,False,False,False,True,monthly,True,U-e84434,2024-11-12,feature_13,14,7756,0,False,129.26666666666668,T-2651ec,2024-02-18,2024-02-18 10:00:00,10.0,high,21,0.0,False,2024-12-31,659,649,-10
3087,S-26191b,A-cbbe12,2023-07-21,2024-10-23,Pro,40,0,0,True,False,False,True,annual,True,U-c2eeea,2023-01-07,feature_11,6,1530,0,False,25.5,T-8b1e89,2024-03-21,2024-03-23 05:00:00,53.0,high,7,3.0,False,2024-12-31,659,650,-9
3090,S-26191b,A-cbbe12,2023-07-21,2024-10-23,Pro,40,0,0,True,False,False,True,annual,True,U-c2eeea,2023-01-07,feature_11,6,1530,0,False,25.5,T-0652b3,2024-09-18,2024-09-18 23:00:00,23.0,urgent,53,5.0,False,2024-12-31,659,656,-3
3091,S-26191b,A-cbbe12,2023-07-21,2024-10-23,Pro,40,0,0,True,False,False,True,annual,True,U-c2eeea,2023-01-07,feature_11,6,1530,0,False,25.5,T-8c0ca5,2024-02-05,2024-02-06 15:00:00,39.0,high,158,0.0,False,2024-12-31,659,649,-10
3092,S-26191b,A-cbbe12,2023-07-21,2024-10-23,Pro,40,0,0,True,False,False,True,annual,True,U-c2eeea,2023-01-07,feature_11,6,1530,0,False,25.5,T-186d63,2024-08-08,2024-08-09 02:00:00,26.0,medium,40,0.0,False,2024-12-31,659,655,-4
3133,S-f86bcf,A-592832,2024-12-02,2024-12-03,Pro,44,2156,25872,False,False,False,True,annual,False,U-a29711,2023-05-26,feature_32,2,804,0,False,13.4,T-187648,2024-10-27,2024-10-28 17:00:00,41.0,medium,51,0.0,False,2024-12-31,659,657,-2
3134,S-f86bcf,A-592832,2024-12-02,2024-12-03,Pro,44,2156,25872,False,False,False,True,annual,False,U-a29711,2023-05-26,feature_32,2,804,0,False,13.4,T-44cfed,2023-12-02,2023-12-04 00:00:00,48.0,high,68,0.0,False,2024-12-31,659,647,-12
3135,S-f86bcf,A-592832,2024-12-02,2024-12-03,Pro,44,2156,25872,False,False,False,True,annual,False,U-a29711,2023-05-26,feature_32,2,804,0,False,13.4,T-3329cb,2024-04-30,2024-04-30 09:00:00,9.0,low,123,5.0,False,2024-12-31,659,651,-8
3145,S-b3071c,A-cab532,2023-11-03,2024-12-14,Pro,31,1519,18228,False,False,False,True,monthly,True,U-7fbb0f,2023-01-01,feature_6,11,1573,0,False,26.216666666666665,T-77064e,2024-03-28,2024-03-29 08:00:00,32.0,low,175,4.0,False,2024-12-31,659,650,-9
